"","gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","optional"
"16",2596241633,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/40566875","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Castanopsis","Castanopsis fargesii",NA,"SPECIES","Castanopsis fargesii Franch.","Castanopsis fargesii",NA,"TW",NA,"Taichung","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",24.159519,120.97271,29,NA,NA,NA,NA,NA,2020-03-23 10:23:46,23,3,2020,5332927,5332927,"HUMAN_OBSERVATION","iNaturalist","Observations","40566875",NA,"kuobear",2020-03-23 02:23:57,"CC_BY_NC_4_0","kuobear","kuobear",NA,NA,2021-05-18 12:50:52,"StillImage","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84",TRUE
"17",2579385704,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/19399067","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Castanopsis","Castanopsis fargesii",NA,"SPECIES","Castanopsis fargesii Franch.","Castanopsis fargesii",NA,"TW",NA,"Taiwan","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",23.857334,120.915913,2735,NA,NA,NA,NA,NA,2018-12-29 15:41:00,29,12,2018,5332927,5332927,"HUMAN_OBSERVATION","iNaturalist","Observations","19399067",NA,"ming110",2019-01-03 15:23:06,"CC_BY_NC_4_0","ming110","ming110",NA,NA,2021-05-18 11:58:32,"StillImage","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84",TRUE
"18",2579376736,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/23425259","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Castanopsis","Castanopsis fargesii",NA,"SPECIES","Castanopsis fargesii Franch.","Castanopsis fargesii",NA,"TW",NA,"Taiwan","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",23.85305,120.933452,17,NA,NA,NA,NA,NA,2019-04-21 09:23:21,21,4,2019,5332927,5332927,"HUMAN_OBSERVATION","iNaturalist","Observations","23425259",NA,"blackkit",2019-04-27 18:03:44,"CC_BY_NC_4_0","blackkit","blackkit",NA,NA,2021-05-18 12:25:31,"StillImage","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84",TRUE
"19",2579331840,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/36497746","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Castanopsis","Castanopsis fargesii",NA,"SPECIES","Castanopsis fargesii Franch.","Castanopsis fargesii",NA,"TW",NA,"Taiwan","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",24.630825,121.162725,31,NA,NA,NA,NA,NA,2019-12-08 14:38:00,8,12,2019,5332927,5332927,"HUMAN_OBSERVATION","iNaturalist","Observations","36497746",NA,"Lijin Huang (<U+7D2B><U+695D>)",2019-12-09 12:11:39,"CC_BY_NC_4_0","Lijin Huang (<U+7D2B><U+695D>)","Lijin Huang (<U+7D2B><U+695D>)",NA,NA,2021-05-18 11:58:58,"StillImage","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84",TRUE
"20",2422932873,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/32214721","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Castanopsis","Castanopsis fargesii",NA,"SPECIES","Castanopsis fargesii Franch.","Castanopsis fargesii",NA,"TW",NA,"Taiwan","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",23.528228,120.658537,3,NA,NA,NA,NA,NA,2019-09-06 12:04:32,6,9,2019,5332927,5332927,"HUMAN_OBSERVATION","iNaturalist","Observations","32214721",NA,"<U+9673><U+67CF><U+748B>",2019-09-06 14:23:21,"CC_BY_NC_4_0","<U+6797><U+79C0><U+9F61>","<U+6797><U+79C0><U+9F61>",NA,NA,2021-05-18 12:50:40,"StillImage","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84",TRUE
"21",2417762893,"3942a8dc-9f01-420d-a829-01675dc01c73","6835918","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Castanopsis","Castanopsis fargesii",NA,"SPECIES","Castanopsis fargesii Franch.","Castanopsis fargesii",NA,"CN",NA,"<U+6E56><U+5357>","PRESENT",NA,"a2fa5b68-3ebf-4845-abc5-f456d251386f",29.69,111.02,NA,NA,NA,NA,NA,NA,1987-01-01 00:00:00,NA,NA,1987,5332927,5332927,"PRESERVED_SPECIMEN","PE",NA,"01353263",NA,NA,NA,"CC_BY_4_0",NA,"<U+58F6><U+74F6><U+5C71><U+8003><U+5BDF><U+961F>",NA,NA,2021-03-30 10:16:49,NA,"GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",TRUE
"22",2417762341,"3942a8dc-9f01-420d-a829-01675dc01c73","6835917","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Castanopsis","Castanopsis fargesii",NA,"SPECIES","Castanopsis fargesii Franch.","Castanopsis fargesii",NA,"CN",NA,"<U+6E56><U+5357>","PRESENT",NA,"a2fa5b68-3ebf-4845-abc5-f456d251386f",29.69,111.02,NA,NA,NA,NA,NA,NA,1987-01-01 00:00:00,NA,NA,1987,5332927,5332927,"PRESERVED_SPECIMEN","PE",NA,"01353264",NA,NA,NA,"CC_BY_4_0",NA,"<U+58F6><U+74F6><U+5C71><U+8003><U+5BDF><U+961F>",NA,NA,2021-03-30 10:16:49,NA,"GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",TRUE
"23",2417761405,"3942a8dc-9f01-420d-a829-01675dc01c73","6451855","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Castanopsis","Castanopsis fargesii",NA,"SPECIES","Castanopsis fargesii Franch.","Castanopsis fargesii",NA,"CN",NA,"<U+6C5F><U+897F>","PRESENT",NA,"a2fa5b68-3ebf-4845-abc5-f456d251386f",26.32,116.34,NA,NA,NA,NA,NA,NA,1958-01-01 00:00:00,NA,NA,1958,5332927,5332927,"PRESERVED_SPECIMEN","PE",NA,"00224612",NA,NA,NA,"CC_BY_4_0",NA,"<U+80E1><U+542F><U+660E>",NA,NA,2021-03-30 10:16:52,NA,"GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",TRUE
"24",2417757373,"3942a8dc-9f01-420d-a829-01675dc01c73","6451834","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Castanopsis","Castanopsis fargesii",NA,"SPECIES","Castanopsis fargesii Franch.","Castanopsis fargesii",NA,"CN",NA,"<U+6C5F><U+897F>","PRESENT",NA,"a2fa5b68-3ebf-4845-abc5-f456d251386f",26.32,116.34,NA,NA,NA,NA,NA,NA,1958-01-01 00:00:00,NA,NA,1958,5332927,5332927,"PRESERVED_SPECIMEN","PE",NA,"00224633",NA,NA,NA,"CC_BY_4_0",NA,"<U+80E1><U+542F><U+660E>",NA,NA,2021-03-30 10:16:52,NA,"GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",TRUE
"25",2417756932,"3942a8dc-9f01-420d-a829-01675dc01c73","6451835","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Castanopsis","Castanopsis fargesii",NA,"SPECIES","Castanopsis fargesii Franch.","Castanopsis fargesii",NA,"CN",NA,"<U+6C5F><U+897F>","PRESENT",NA,"a2fa5b68-3ebf-4845-abc5-f456d251386f",26.32,116.34,NA,NA,NA,NA,NA,NA,1958-01-01 00:00:00,NA,NA,1958,5332927,5332927,"PRESERVED_SPECIMEN","PE",NA,"00224632",NA,NA,NA,"CC_BY_4_0",NA,"<U+80E1><U+542F><U+660E>",NA,NA,2021-03-30 10:16:49,NA,"GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",TRUE
"26",2417745659,"3942a8dc-9f01-420d-a829-01675dc01c73","6451840","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Castanopsis","Castanopsis fargesii",NA,"SPECIES","Castanopsis fargesii Franch.","Castanopsis fargesii",NA,"CN",NA,"<U+6C5F><U+897F>","PRESENT",NA,"a2fa5b68-3ebf-4845-abc5-f456d251386f",25.88,116.02,NA,NA,NA,NA,NA,NA,1958-01-01 00:00:00,NA,NA,1958,5332927,5332927,"PRESERVED_SPECIMEN","PE",NA,"00224627",NA,NA,NA,"CC_BY_4_0",NA,"<U+80E1><U+542F><U+660E>",NA,NA,2021-03-30 10:16:53,NA,"GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",TRUE
"27",2417716216,"3942a8dc-9f01-420d-a829-01675dc01c73","6451839","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Castanopsis","Castanopsis fargesii",NA,"SPECIES","Castanopsis fargesii Franch.","Castanopsis fargesii",NA,"CN",NA,"<U+6C5F><U+897F>","PRESENT",NA,"a2fa5b68-3ebf-4845-abc5-f456d251386f",29.53,117.37,NA,NA,NA,NA,NA,NA,1959-01-01 00:00:00,NA,NA,1959,5332927,5332927,"PRESERVED_SPECIMEN","PE",NA,"00224628",NA,NA,NA,"CC_BY_4_0",NA,"<U+674E><U+542F><U+548C> <U+9648><U+7B56>",NA,NA,2021-03-30 10:16:52,NA,"GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",TRUE
"28",2417714983,"3942a8dc-9f01-420d-a829-01675dc01c73","6451783","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Castanopsis","Castanopsis fargesii",NA,"SPECIES","Castanopsis fargesii Franch.","Castanopsis fargesii",NA,"CN",NA,"<U+6E56><U+5357>","PRESENT",NA,"a2fa5b68-3ebf-4845-abc5-f456d251386f",27.2,109.83,NA,NA,NA,NA,NA,NA,1952-01-01 00:00:00,NA,NA,1952,5332927,5332927,"PRESERVED_SPECIMEN","PE",NA,"00224684",NA,NA,NA,"CC_BY_4_0",NA,"<U+5B89><U+6C5F><U+519C><U+6821>",NA,NA,2021-03-30 10:16:52,NA,"GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",TRUE
"29",2417714628,"3942a8dc-9f01-420d-a829-01675dc01c73","6451795","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Castanopsis","Castanopsis fargesii",NA,"SPECIES","Castanopsis fargesii Franch.","Castanopsis fargesii",NA,"CN",NA,"<U+6E56><U+5357>","PRESENT",NA,"a2fa5b68-3ebf-4845-abc5-f456d251386f",27.2,109.83,NA,NA,NA,NA,NA,NA,1953-01-01 00:00:00,NA,NA,1953,5332927,5332927,"PRESERVED_SPECIMEN","PE",NA,"00224672",NA,NA,NA,"CC_BY_4_0",NA,"<U+5B89><U+6C5F><U+519C><U+6821>",NA,NA,2021-03-30 10:16:52,NA,"GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",TRUE
"30",2417714172,"3942a8dc-9f01-420d-a829-01675dc01c73","6451796","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Castanopsis","Castanopsis fargesii",NA,"SPECIES","Castanopsis fargesii Franch.","Castanopsis fargesii",NA,"CN",NA,"<U+6E56><U+5357>","PRESENT",NA,"a2fa5b68-3ebf-4845-abc5-f456d251386f",27.2,109.83,NA,NA,NA,NA,NA,NA,1953-01-01 00:00:00,NA,NA,1953,5332927,5332927,"PRESERVED_SPECIMEN","PE",NA,"00224671",NA,NA,NA,"CC_BY_4_0",NA,"<U+5B89><U+6C5F><U+519C><U+6821>",NA,NA,2021-03-30 10:16:52,NA,"GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",TRUE
"31",2417714066,"3942a8dc-9f01-420d-a829-01675dc01c73","6451801","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Castanopsis","Castanopsis fargesii",NA,"SPECIES","Castanopsis fargesii Franch.","Castanopsis fargesii",NA,"CN",NA,"<U+6E56><U+5357>","PRESENT",NA,"a2fa5b68-3ebf-4845-abc5-f456d251386f",27.2,109.83,NA,NA,NA,NA,NA,NA,1953-01-01 00:00:00,NA,NA,1953,5332927,5332927,"PRESERVED_SPECIMEN","PE",NA,"00224667",NA,NA,NA,"CC_BY_4_0",NA,"<U+5B89><U+6C5F><U+519C><U+6821>",NA,NA,2021-03-30 10:16:48,NA,"GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",TRUE
